district_id,state,district_name,latitude,longitude,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source,,,,,,,,,
100185,AL,Saraland City School District,30.85401,-88.0972017,,,,,,,,,,,,,,,,,
100188,AL,Chickasaw City School District,30.7714495,-88.0796971,,,,,,,,,,,,,,,,,
100189,AL,Satsuma City School District,30.8578741,-88.0633829,,,,,,,,,,,,,,,,,
100190,AL,Alabaster City School District,33.2269355,-86.7610146,,,,,,,,,,,,,,,,,
100194,AL,Pelham City School District,33.3218302,-86.7421974,,,,,,,,,,,,,,,,,
100195,AL,Pike Road City School District,32.2831878,-85.9656803,,,,,,,,,,,,,,,,,
100210,AL,Auburn City School District,32.607722,-85.4895446,,,,,,,,,,,,,,,,,
100240,AL,Autauga County School District,32.5322367,-86.6464395,,,,,,,,,,,,,,,,,
100270,AL,Baldwin County School District,30.6592183,-87.7460666,,,,,,,,,,,,,,,,,
100300,AL,Barbour County School District,31.8702531,-85.4051035,,,,,,,,,,,,,,,,,
100330,AL,Bessemer City School District,33.3707893,-86.9715684,,,,,,,,,,,,,,,,,
100360,AL,Bibb County School District,33.0158929,-87.1271475,,,,,,,,,,,,,,,,,
100390,AL,Birmingham City School District,33.5274441,-86.799047,,,,,,,,,,,,,,,,,
100420,AL,Blount County School District,33.9773575,-86.56644,,,,,,,,,,,,,,,,,
100450,AL,Brewton City School District,31.1091749,-87.0765833,,,,,,,,,,,,,,,,,
100480,AL,Bullock County School District,32.1017589,-85.7172613,,,,,,,,,,,,,,,,,
100510,AL,Butler County School District,31.751667,-86.6819689,,,,,,,,,,,,,,,,,
100540,AL,Calhoun County School District,33.7792078,-85.842799,,,,,,,,,,,,,,,,,
100600,AL,Chambers County School District,32.9155039,-85.3940321,,,,,,,,,,,,,,,,,
100630,AL,Cherokee County School District,34.1761269,-85.6181957,,,,,,,,,,,,,,,,,
100660,AL,Chilton County School District,32.8540514,-86.7266071,,,,,,,,,,,,,,,,,
100690,AL,Choctaw County School District,31.9909539,-88.2488894,,,,,,,,,,,,,,,,,
100720,AL,Clarke County School District,31.6649369,-87.8292633,,,,,,,,,,,,,,,,,
100750,AL,Clay County School District,33.2703999,-85.8635254,,,,,,,,,,,,,,,,,
100780,AL,Cleburne County School District,33.6504892,-85.5219586,,,,,,,,,,,,,,,,,
100810,AL,Coffee County School District,31.3941123,-85.9925944,,,,,,,,,,,,,,,,,
100840,AL,Colbert County School District,34.7040121,-87.8130371,,,,,,,,,,,,,,,,,
100870,AL,Conecuh County School District,31.4309257,-86.9887221,,,,,,,,,,,,,,,,,
100900,AL,Coosa County School District,32.9314453,-86.2434818,,,,,,,,,,,,,,,,,
100930,AL,Covington County School District,31.2453641,-86.4553817,,,,,,,,,,,,,,,,,
100960,AL,Crenshaw County School District,31.7328256,-86.3192219,,,,,,,,,,,,,,,,,
100990,AL,Cullman City School District,34.1788918,-86.8418871,,,,,,,,,,,,,,,,,
101020,AL,Cullman County School District,34.1319229,-86.8692666,,,,,,,,,,,,,,,,,
101050,AL,Dale County School District,31.4922903,-85.5632718,,,,,,,,,,,,,,,,,
101080,AL,Daleville City School District,31.2667065,-85.7388245,,,,,,,,,,,,,,,,,
101110,AL,Dallas County School District,32.3335397,-87.1143556,,,,,,,,,,,,,,,,,
101140,AL,DeKalb County School District,34.4633138,-85.8120557,,,,,,,,,,,,,,,,,
101170,AL,Decatur City School District,34.5729952,-86.9899008,,,,,,,,,,,,,,,,,
101200,AL,Demopolis City School District,32.4999378,-87.8254258,,,,,,,,,,,,,,,,,
101230,AL,Dothan City School District,31.2336983,-85.4068225,,,,,,,,,,,,,,,,,
101260,AL,Elba City School District,31.4294292,-86.1078476,,,,,,,,,,,,,,,,,
101290,AL,Elmore County School District,32.602759,-86.185308,,,,,,,,,,,,,,,,,
101320,AL,Enterprise City School District,31.3268985,-85.8440213,,,,,,,,,,,,,,,,,
101350,AL,Escambia County School District,31.1222867,-87.1684097,,,,,,,,,,,,,,,,,
101380,AL,Etowah County School District,33.9693862,-85.9525588,,,,,,,,,,,,,,,,,
101410,AL,Eufaula City School District,31.9099374,-85.1527087,,,,,,,,,,,,,,,,,
101440,AL,Fairfield City School District,33.4747054,-86.9193397,,,,,,,,,,,,,,,,,
101470,AL,Fayette County School District,33.7089245,-87.740978,,,,,,,,,,,,,,,,,
101530,AL,Florence City School District,34.8303226,-87.6661386,,,,,,,,,,,,,,,,,
101560,AL,Fort Payne City School District,34.4573293,-85.6894469,,,,,,,,,,,,,,,,,
101590,AL,Franklin County School District,34.4419892,-87.8428144,,,,,,,,,,,,,,,,,
101620,AL,Gadsden City School District,34.0095631,-86.0156426,,,,,,,,,,,,,,,,,
101640,AL,Geneva City School District,31.0438447,-85.8798584,,,,,,,,,,,,,,,,,
101660,AL,Geneva County School District,31.0361494,-86.015959,,,,,,,,,,,,,,,,,
101680,AL,Greene County School District,32.8444965,-87.9642005,,,,,,,,,,,,,,,,,
101690,AL,Guntersville City School District,34.3679473,-86.2523225,,,,,,,,,,,,,,,,,
101710,AL,Hale County School District,32.7527958,-87.6230608,,,,,,,,,,,,,,,,,
101720,AL,Haleyville City School District,34.2110276,-87.5776691,,,,,,,,,,,,,,,,,
101730,AL,Hartselle City School District,34.4383083,-86.9411417,,,,,,,,,,,,,,,,,
101740,AL,Henry County School District,31.5169779,-85.2399712,,,,,,,,,,,,,,,,,
101760,AL,Homewood City School District,33.4585496,-86.8096502,,,,,,,,,,,,,,,,,
101770,AL,Houston County School District,31.1328169,-85.2815425,,,,,,,,,,,,,,,,,
101800,AL,Huntsville City School District,34.7012552,-86.6729061,,,,,,,,,,,,,,,,,
101830,AL,Jackson County School District,34.764114,-85.9800556,,,,,,,,,,,,,,,,,
101860,AL,Jacksonville City School District,33.8100663,-85.7552174,,,,,,,,,,,,,,,,,
101890,AL,Jasper City School District,33.8511103,-87.2683477,,,,,,,,,,,,,,,,,
101920,AL,Jefferson County School District,33.5753956,-86.9405272,,,,,,,,,,,,,,,,,
101950,AL,Lamar County School District,33.7870852,-88.0874309,,,,,,,,,,,,,,,,,
101980,AL,Lanett City School District,32.8577677,-85.2077611,,,,,,,,,,,,,,,,,
102010,AL,Lauderdale County School District,34.9041221,-87.6509966,,,,,,,,,,,,,,,,,
102040,AL,Lawrence County School District,34.529776,-87.3218651,,,,,,,,,,,,,,,,,
102070,AL,Lee County School District,32.5810513,-85.3503058,,,,,,,,,,,,,,,,,
102100,AL,Limestone County School District,34.7707064,-87.0327422,,,,,,,,,,,,,,,,,
102130,AL,Linden City School District,32.3019011,-87.8337535,,,,,,,,,,,,,,,,,
102160,AL,Lowndes County School District,32.147888,-86.6505859,,,,,,,,,,,,,,,,,
102190,AL,Macon County School District,32.3870267,-85.692887,,,,,,,,,,,,,,,,,
102220,AL,Madison County School District,34.6067654,-86.6604232,,,,,,,,,,,,,,,,,
102250,AL,Marengo County School District,32.4133634,-87.9555517,,,,,,,,,,,,,,,,,
102310,AL,Marion County School District,34.1465462,-87.889415,,,,,,,,,,,,,,,,,
102350,AL,Midfield City School District,33.4552001,-86.9226437,,,,,,,,,,,,,,,,,
102370,AL,Mobile County School District,30.6801516,-88.2005249,,,,,,,,,,,,,,,,,
102400,AL,Monroe County School District,31.5803324,-87.3832656,9/1/2020,,,,1,,,https://www.wkrg.com/mobile-county/dodge-elementary-teacher-dies-from-covid-19/,,,,,,,,,
102430,AL,Montgomery County School District,32.2288488,-86.2154797,8/25/2020,,2,,1,,,https://wgxa.tv/news/coronavirus/monroe-county-schools-releases-covid-19-report,,,,,,,,,
102480,AL,Morgan County School District,34.4410724,-86.8331885,,,,,,,,,,,,,,,,,
102490,AL,Mountain Brook City School District,33.4914885,-86.7344699,,,,,,,,,,,,,,,,,
102520,AL,Muscle Shoals City School District,34.7436917,-87.6337742,,,,,,,,,,,,,,,,,
102550,AL,Oneonta City School District,33.9471551,-86.4896608,,,,,,,,,,,,,,,,,
102580,AL,Opelika City School District,32.6613899,-85.3763247,,,,,,,,,,,,,,,,,
102610,AL,Opp City School District,31.2843753,-86.2574417,,,,,,,,,,,,,,,,,
102635,AL,Oxford City School District,33.5900912,-85.8522456,,,,,,,,,,,,,,,,,
102640,AL,Ozark City School District,31.4433773,-85.6409822,,,,,,,,,,,,,,,,,
102650,AL,Pell City City School District,33.544233,-86.306782,,,,,,,,,,,,,,,,,
102670,AL,Perry County School District,32.6390053,-87.2938269,,,,,,,,,,,,,,,,,
102700,AL,Phenix City City School District,32.4616695,-85.0250208,,,,,,,,,,,,,,,,,
102730,AL,Pickens County School District,33.2967933,-88.0968631,,,,,,,,,,,,,,,,,
102760,AL,Piedmont City School District,33.9180048,-85.5138154,,,,,,,,,,,,,,,,,
102790,AL,Pike County School District,31.9499259,-85.8036223,,,,,,,,,,,,,,,,,
102820,AL,Randolph County School District,33.2964753,-85.4640679,,,,,,,,,,,,,,,,,
102850,AL,Roanoke City School District,33.1453048,-85.3695264,,,,,,,,,,,,,,,,,
102880,AL,Russell County School District,32.2693878,-85.1900577,,,,,,,,,,,,,,,,,
102910,AL,Russellville City School District,34.5057374,-87.7281916,,,,,,,,,,,,,,,,,
102940,AL,Scottsboro City School District,34.6446199,-86.0481547,,,,,,,,,,,,,,,,,
102970,AL,Selma City School District,32.4170195,-87.0358024,,,,,,,,,,,,,,,,,
103000,AL,Sheffield City School District,34.7554939,-87.7012648,,,,,,,,,,,,,,,,,
103030,AL,Shelby County School District,33.2594558,-86.6494235,,,,,,,,,,,,,,,,,
103062,AL,St. Clair County School District,33.7699986,-86.317984,,,,,,,,,,,,,,,,,
103090,AL,Sumter County School District,32.5974811,-88.2000571,,,,,,,,,,,,,,,,,
103120,AL,Sylacauga City School District,33.1886699,-86.2747992,,,,,,,,,,,,,,,,,
103150,AL,Talladega City School District,33.4317569,-86.0994543,,,,,,,,,,,,,,,,,
103180,AL,Talladega County School District,33.3693135,-86.1759302,,,,,,,,,,,,,,,,,
103210,AL,Tallapoosa County School District,32.8646214,-85.771555,,,,,,,,,,,,,,,,,
103240,AL,Tallassee City School District,32.5469786,-85.9427351,,,,,,,,,,,,,,,,,
103270,AL,Tarrant City School District,33.5928973,-86.7662525,,,,,,,,,,,,,,,,,
103300,AL,Thomasville City School District,31.9042853,-87.7335788,,,,,,,,,,,,,,,,,
103330,AL,Troy City School District,31.8019595,-85.9671296,,,,,,,,,,,,,,,,,
103360,AL,Tuscaloosa City School District,33.2331218,-87.5284927,,,,,,,,,,,,,,,,,
103390,AL,Tuscaloosa County School District,33.3213709,-87.4565979,,,,,,,,,,,,,,,,,
103420,AL,Tuscumbia City School District,34.7185022,-87.7025864,,,,,,,,,,,,,,,,,
103430,AL,Vestavia Hills City School District,33.4624959,-86.7395079,,,,,,,,,,,,,,,,,
103450,AL,Walker County School District,33.7915581,-87.3010936,,,,,,,,,,,,,,,,,
103480,AL,Washington County School District,31.4052172,-88.1975644,,,,,,,,,,,,,,,,,
103510,AL,Wilcox County School District,31.9900824,-87.3049349,,,,,,,,,,,,,,,,,
103540,AL,Winfield City School District,33.9195334,-87.8090327,,,,,,,,,,,,,,,,,
103580,AL,Winston County School District,34.1462275,-87.3376844,,,,,,,,,,,,,,,,,
502250,AR,Alma School District,35.5231826,-94.2140041,,0,0,0,0,0,0,,,,,,,,,,
502280,AR,Alpena School District,36.2307153,-93.3116033,,0,0,0,0,0,0,,,,,,,,,,
502430,AR,Arkadelphia School District,34.098635,-93.1088171,,0,0,0,0,0,0,,,,,,,,,,
502550,AR,Armorel School District,35.9213454,-89.7439912,,0,0,0,0,0,0,,,,,,,,,,
502580,AR,Ashdown School District,33.6780135,-94.1256098,,0,0,0,0,0,0,,,,,,,,,,
502610,AR,Atkins Public Schools,35.262684,-92.9338886,,0,0,0,0,0,0,,,,,,,,,,
502670,AR,Augusta School District,35.1779269,-91.3126952,,0,0,0,0,0,0,,,,,,,,,,
502700,AR,Bald Knob School District,35.3126054,-91.5240844,,0,0,0,0,0,0,,,,,,,,,,
502730,AR,Barton-Lexa School District,34.5108699,-90.7781934,,0,0,0,0,0,0,,,,,,,,,,
500019,AR,Batesville School District,35.8005996,-91.6994432,,0,16,0,21,10,0,,,,,,,,,,
502790,AR,Bauxite School District,34.4799333,-92.5154233,,0,0,0,0,0,0,,,,,,,,,,
502820,AR,Bay School District,35.7610863,-90.5489527,,0,0,0,0,0,0,,,,,,,,,,
500032,AR,Bearden School District,33.7364934,-92.5621022,,0,0,0,0,0,0,,,,,,,,,,
502880,AR,Beebe School District,35.1166652,-91.9010117,,0,0,0,0,0,0,,,,,,,,,,
502960,AR,Benton School District,34.5732628,-92.6869333,,0,0,0,0,7,12,,,,,,,,,,
503060,AR,Bentonville Public Schools,36.3669692,-94.254075,,0,28,0,5,9,0,,,,,,,,,,
503090,AR,Bergman School District,36.3146655,-93.0186471,,0,6,0,6,9,0,,,,,,,,,,
503150,AR,Berryville Public Schools,36.3483268,-93.5508455,,0,0,0,0,0,0,,,,,,,,,,
503240,AR,Bismarck Public Schools,34.3268908,-93.1573021,,0,0,0,0,0,0,,,,,,,,,,
503300,AR,Blevins School District,33.8514342,-93.5807033,,0,0,0,0,0,0,,,,,,,,,,
503320,AR,Blytheville School District,35.8966599,-89.8970899,,0,0,0,0,0,0,,,,,,,,,,
503450,AR,Booneville School District,35.099011,-93.9278554,,0,0,0,0,0,0,,,,,,,,,,
503480,AR,Bradford School District,35.4668823,-91.4624404,,0,0,0,0,0,0,,,,,,,,,,
503630,AR,Brinkley School District,34.8997189,-91.2021485,,0,0,0,0,0,0,,,,,,,,,,
503640,AR,Brookland School District,35.9140696,-90.5533194,,0,0,0,0,0,0,,,,,,,,,,
503690,AR,Bryant Public Schools,34.7294711,-92.7246605,,0,34,0,8,11,0,,,,,,,,,,
503710,AR,Buffalo Island Central School District,35.9110116,-90.2992056,,0,0,0,0,0,0,,,,,,,,,,
503750,AR,Cabot Public Schools,34.9696929,-91.966062,,0,0,0,0,0,0,,,,,,,,,,
503770,AR,Caddo Hills School District,34.4341853,-93.7013364,,0,0,0,0,0,0,,,,,,,,,,
503840,AR,Calico Rock School District,36.1176445,-92.1266108,,0,0,0,0,0,0,,,,,,,,,,
506060,AR,Camden Fairview School District,33.5691472,-92.9592031,,0,0,0,0,0,0,,,,,,,,,,
503960,AR,Carlisle School District,34.7034679,-91.750441,,0,0,0,0,0,0,,,,,,,,,,
504050,AR,Cave City School District,35.9819609,-91.573512,,0,0,0,0,0,0,,,,,,,,,,
500070,AR,Cedar Ridge School District,35.7235016,-91.4081582,,0,0,0,0,0,0,,,,,,,,,,
504080,AR,Cedarville School District,35.6694918,-94.3895614,,0,0,0,0,0,0,,,,,,,,,,
506690,AR,Centerpoint School District,34.268527,-93.3749235,,0,0,0,0,0,0,,,,,,,,,,
504200,AR,Charleston School District,35.3130424,-94.0572293,,0,0,0,0,0,0,,,,,,,,,,
504350,AR,Clarendon School District,34.6063218,-91.2096698,,0,0,0,0,0,0,,,,,,,,,,
504380,AR,Clarksville School District,35.5091674,-93.5156189,,0,0,0,0,0,0,,,,,,,,,,
500067,AR,Cleveland County School District,33.8887674,-92.2308678,,0,0,0,0,0,0,,,,,,,,,,
504410,AR,Clinton School District,35.5933103,-92.5920207,,0,0,0,0,8,29,,,,,,,,,,
504560,AR,Concord Public Schools,35.6063388,-91.9042136,,0,0,0,0,0,0,,,,,,,,,,
504590,AR,Conway Public Schools,35.0698412,-92.4293688,,0,0,0,0,11,35,,,,,,,,,,
500009,AR,Corning Public Schools,36.3710105,-90.6127243,,0,0,0,0,0,0,,,,,,,,,,
500405,AR,Cossatot River School District,34.311265,-94.2339439,,0,0,0,0,0,0,,,,,,,,,,
504680,AR,Cotter School District,36.3056324,-92.503259,,0,0,0,0,0,0,,,,,,,,,,
504740,AR,County Line School District,35.3559781,-93.9096152,,0,0,0,0,0,0,,,,,,,,,,
507740,AR,Cross County School District,35.3627391,-90.8127763,,0,0,0,0,0,0,,,,,,,,,,
504800,AR,Crossett School District,33.1324603,-92.0043174,,0,0,0,0,0,0,,,,,,,,,,
504860,AR,Cutter-Morning Star School District,34.5232918,-92.9531729,,0,0,0,0,5,5,,,,,,,,,,
504890,AR,Danville School District,34.9513183,-93.7150389,,0,0,0,0,0,0,,,,,,,,,,
504930,AR,Dardanelle Public Schools,35.1924543,-93.1985748,,0,0,0,0,0,0,,,,,,,,,,
500049,AR,De Queen School District,34.0372791,-94.2652779,,0,0,0,0,0,0,,,,,,,,,,
504980,AR,Decatur School District,36.3451708,-94.4675701,,0,0,0,0,0,0,,,,,,,,,,
500072,AR,Deer/Mount Judea School District,35.853727,-93.1724962,,0,0,0,0,0,0,,,,,,,,,,
505170,AR,Dermott School District,33.499908,-91.4329578,,0,0,0,0,0,0,,,,,,,,,,
505190,AR,Des Arc Public Schools,34.9710338,-91.5544058,,0,0,0,0,0,0,,,,,,,,,,
500001,AR,DeWitt School District,34.2473999,-91.3745432,,0,0,0,0,0,0,,,,,,,,,,
505340,AR,Dierks School District,34.1522623,-93.9933389,,0,0,0,0,0,0,,,,,,,,,,
505410,AR,Dollarway School District,34.3335343,-91.8969238,,0,0,0,0,0,0,,,,,,,,,,
505430,AR,Dover School District,35.5065999,-93.1299694,,0,0,0,0,0,0,,,,,,,,,,
505470,AR,Drew Central School District,33.5884688,-91.767883,,0,0,0,0,0,0,,,,,,,,,,
505500,AR,Dumas School District,33.9169891,-91.5189128,,0,0,0,0,0,0,,,,,,,,,,
505550,AR,Earle School District,35.3024781,-90.4459244,,0,0,0,0,0,0,,,,,,,,,,
505580,AR,East End School District,35.0083094,-92.6398311,,0,0,0,0,0,0,,,,,,,,,,
500048,AR,East Poinsett County School District,35.5947273,-90.3529035,,0,0,0,0,0,0,,,,,,,,,,
505680,AR,El Dorado School District,33.1964354,-92.5696927,,0,0,0,0,0,0,,,,,,,,,,
505760,AR,Elkins School District,35.9525811,-93.9967502,,0,0,0,0,0,0,,,,,,,,,,
500068,AR,Emerson-Taylor-Bradley School District,33.1067133,-93.4363125,,0,0,0,0,0,0,,,,,,,,,,
505850,AR,England School District,34.5737609,-91.9230072,,0,0,0,0,0,0,,,,,,,,,,
505970,AR,Eureka Springs School District,36.3859358,-93.7574828,,0,0,0,0,0,0,,,,,,,,,,
506090,AR,Farmington School District,36.0620761,-94.2795042,,0,0,0,0,0,0,,,,,,,,,,
506120,AR,Fayetteville School District,36.0816418,-94.1029431,,0,0,0,0,5,15,,,,,,,,,,
506150,AR,Flippin School District,36.275439,-92.575861,,0,0,0,0,0,0,,,,,,,,,,
506210,AR,Fordyce School District,33.8954841,-92.5429901,,0,0,0,0,0,0,,,,,,,,,,
506240,AR,Foreman School District,33.7141009,-94.4007784,,0,6,0,0,5,0,,,,,,,,,,
506270,AR,Forrest City School District,35.0445815,-90.7538147,,0,0,0,0,5,21,,,,,,,,,,
506330,AR,Fort Smith Public Schools,35.3577068,-94.37472,,0,82,0,13,24,0,,,,,,,,,,
506360,AR,Fouke School District,33.1661941,-93.9069667,,0,0,0,0,0,0,,,,,,,,,,
506420,AR,Fountain Lake School District,34.623581,-92.8983902,,0,0,0,0,0,0,,,,,,,,,,
504110,AR,Genoa Central School District,33.3643674,-93.8657434,,0,0,0,0,7,9,,,,,,,,,,
506540,AR,Gentry Public Schools,36.2626868,-94.4510576,,0,0,0,0,0,0,,,,,,,,,,
506630,AR,Glen Rose School District,34.4351801,-92.7054767,,0,0,0,0,0,0,,,,,,,,,,
500029,AR,Gosnell School District,35.9127695,-90.0467763,,0,0,0,0,0,0,,,,,,,,,,
506840,AR,Gravette School District,36.4406872,-94.4582771,,0,0,0,0,0,0,,,,,,,,,,
506870,AR,Green Forest School District,36.360175,-93.4101856,,0,0,0,0,6,26,,,,,,,,,,
506900,AR,Greenbrier School District,35.223659,-92.4031305,,0,10,0,5,8,0,,,,,,,,,,
513080,AR,Greene County Technical School District,36.2777637,-90.6675796,,0,0,0,0,0,0,,,,,,,,,,
506930,AR,Greenland Public Schools,35.818284,-94.0817393,,0,0,0,0,0,0,,,,,,,,,,
506990,AR,Greenwood School District,35.2246375,-94.230293,,0,0,0,0,0,0,,,,,,,,,,
507110,AR,Gurdon School District,33.9134034,-93.1389087,,0,0,0,0,0,0,,,,,,,,,,
507140,AR,Guy-Perkins Schools,35.3175798,-92.3363677,,0,0,0,0,0,0,,,,,,,,,,
507170,AR,Hackett Public Schools,35.081374,-94.39228,,0,0,0,0,0,0,,,,,,,,,,
500042,AR,Hamburg School District,33.213509,-91.6951075,,0,0,0,0,0,0,,,,,,,,,,
507230,AR,Hampton School District,33.5031863,-92.5171382,,0,0,0,0,0,0,,,,,,,,,,
507290,AR,Harmony Grove School District,33.8404576,-92.8184157,,0,0,0,0,0,0,,,,,,,,,,
507320,AR,Harmony Grove School District,34.509623,-92.6455995,,0,0,0,0,0,0,,,,,,,,,,
507350,AR,Harrisburg School District,35.5718528,-90.833771,,0,0,0,0,0,0,,,,,,,,,,
507380,AR,Harrison School District,36.219913,-93.1545968,,0,0,0,0,0,0,,,,,,,,,,
507530,AR,Hazen School District,34.7127046,-91.5412514,,0,0,0,0,0,0,,,,,,,,,,
507560,AR,Heber Springs School District,35.4806759,-92.0136795,,0,0,0,0,0,0,,,,,,,,,,
507620,AR,Hector School District,35.6110088,-92.9109049,,0,0,0,0,0,0,,,,,,,,,,
507680,AR,Helena-West Helena School District,34.5050913,-90.6446509,,0,0,0,0,0,0,,,,,,,,,,
